Acquisition with convertible bonds A more extreme case involved a listed company which proposed an acquisition through the issuance of convertible bonds at a more than 60% discount to the market price.	以可换股债券进行收购一宗较极端的个案是，某家上市公司拟透过发行较市价折让超过 60%的可换股债券以进行收购。
Thank you for inviting me to share a few thoughts with you today, and I hope you all enjoy the rest of the conference.	感谢大会邀请我在这次会议上发言，并祝大家今日满载而归。
In my view, we should welcome Mainland managers here, not just to play a role in managing and supporting their QDII products, but also to use Hong Kong as a platform to gain familiarity with internationally-renowned standards, up-to-date investment practices and best regulatory and compliance requirements.	我认为，我们应该欢迎内地基金经理來港，不仅是为 QDII 产品提供管理及支援服务，他们同时亦可以香港为平台，借此机会熟悉国际公认的标准、最新的投资作业方式及最佳监管及合规要求。
– 331 Minying companies (e.g., Alibaba.com, Li Ning, etc)	– 331家民营企业（如阿里巴巴、李宁等）
Apart from the insurance QDIIs which have different investor profiles, many if not most of the retail QDII products launched so far have a significant component that invests in the Hong Kong equities market or stocks of Chinese companies listed in HK.	除保险业的合格境内机构投资者具备不同的投资者组合外，目前已推出的大部分 (若非全部)零售 QDII 产品均有显著成分投资于香港股票市场，或在香港上市的中国企业的股票。
We are also fortunate to have a Government that is fully committed to providing a conducive environment to attract overseas foreign investment.	我们亦很幸运有一个一直致力提供吸引外资的有利环境的政府。
Of course, not every jurisdiction has the same imperative for financial reform, or the same set of issues.	当然，并不是每个司法管辖区在金融改革方面都有著同等的迫切性，或面对著相同的问题。
Dependence on a single customer for most of its revenue;	依赖单一客户作为其大部分收入的来源；
I have spoken about acquisitions. With regard to IPOs, we are currently working with members of the workgroups on proposals to streamline our processes.	至于房地产基金的首次公开发售，我们现正与工作小组的成员就简化程序的建议携手合作。
You all chose to set up here for good reasons. Being close to the Mainland is one of them.	你们各人都选择在香港设立办事处，自有其充分的理由，而香港邻近内地正是其中一个原因。
There is also a growing willingness of all investors to take on more risk in pursuit of higher returns.	所有投资者亦越来越愿意承担更高风险，以赚取更多回报。
We should all work together to make the road ahead meaningful and beneficial to all investors and market players.	我们应并肩合作，使未来的发展更有意义，为所有投资者及市场人士创造更大裨益。
Indeed, Hong Kong is both an international market and an offshore market of China, where the Chinese Central Government can experiment with policies and reform initiatives, with full confidence that those policies and reform initiatives will be tested with the utmost rigour, and be subject to intense external scrutiny.	诚然，香港既是一个国际市场，亦是中国的离岸金融中心。 中央政府可在香港试验不同的政策和改革措施，并深信这些政策和措施必会以严格的方式进行测试，及受到外间的密切监督。
I hope that with a strong commitment on your part, we would not need to consider these avenues.	我衷心希望，在各位坚定的承诺之下，我们将无须考虑引入这些措施。
and (iii) Investors must carry out thorough due diligence, and demand more risk transparency from their hedge funds.	及 (iii) 投资者必须进行彻底的审慎查证，并要求其对冲基金提高风险透明度。
As the global network becomes more integrated and extends its coverage, implementing global best standards and practices and promoting regulatory cooperation becomes key to ensuring market integrity and investor confidence.	随著全球网络进一步趋向整合并扩大其覆盖范围，落实全球最佳标准和作业方式及促进监管合作遂成为确保市场廉洁稳健及投资者抱有信心的关键所在。
China’s latest initiative to allow cross-border trade settlement in renminbi is an important step to gradually open up renminbi as an international currency.	中国最近宣布开展跨境贸易人民币结算业务，在人民币国际化进程中，迈出重要的一步。
But even when charges were brought against individuals, senior management deflected attention from their own failings during the GFC and laid the blame on rogue traders.	然而，即使有个别人士遭到指控，高级管理层却将人们对其在全球金融危机期间的缺失方面的注意力转移，并将问题归咎于行事不当的交易员。
We also classify business activities requiring a licence into nine types of regulated activities.	另外，我们将受规管活动分为九类，进行不同的活动需要得到相关的牌照。
In a separate public consultation paper issued last October relating to the reform of the prospectus regime, we proposed that offers of unlisted structured products that take the legal form of debentures and that currently fall within the scope of the prospectus regime in the Companies Ordinance should be brought within the offers of investments regime in the Securities and Futures Ordinance. These debenture products will therefore fall within the scope of the proposed Code on Structured Products.	我们在去年 10 月发表另一份咨询文件，提出有关招股章程制度的改革，建议把以债权证的法律形式发行的非上市结构性产品，从目前属《公司条例》的招股章程制度的监管范畴，转至受《证券及期货条例》有关投资要约的规定所约束，使建议的《非上市结构性产品守则》适用于这些债权证产品。
This pool supports a broad range of US dollar debts which, in turn, allows for creation of products that are securitized or otherwise structured on these debts.	伦敦的美元资金充裕兼且流动性极大，正好可以支持多元化的美元债务，并进而衍生出各种以这些债务为基础的证券化或结构性产品。
In that, these funds were successful.	单就这方面而言，这些基金已经获得成功。
38. How investors selected a specific derivative warrant:	38. 投资者如何选择某特定的衍生权证：
Nowadays, the credit transfer market means the risk is off the balance sheet before the ink is dry and repackaged, and sold out to multiple institutions.	时至今日，信贷转移巿场意味著风险在墨迹未干前便已剔除于资产负债表外，然后重新包装，再出售予多家机构。
As in any crisis, it is not one event but a confluence of factors that cause market sentiment to turn.	像任何危机一样，市场气氛逆转并非由单一事件导致，而是受众多因素影响。
On the other hand, stakeholders also expressed their expectations about the SFC, including that the SFC should support Hong Kong’s competitiveness in a global market.	另一方面，相关团体亦表达了他们对证监会的期望，包括证监会应支持香港维持在全球市场的竞争力。
provide an efficient and user-friendly environment within which to trade;	提供高效率及方便使用者进行交易的环境；
In 2016, we set up a cross-divisional taskforce called “ICE” to pool resources from the Intermediaries, Corporate Finance and Enforcement divisions.	我们在 2016 年设立一个名为“ICE＂的跨部门工作小组，将中介机构部、企业融资部及法规执行部的资源汇集起来。
The RQFII’s success underscores the strong appeal of the RMB, and the attraction of the Mainland market.	RQFII 的成功，显示了人民币及内地市场的强大吸引力。
Starting with an asset size of US$200 billion, this initiative presents huge opportunities for international financial markets and their participants.	该公司于去年9月成立，开始负责管理中国部分官方外汇储备，初始资产规模是2,000亿美元，这家公司的成立为国际金融市场及参与者带来庞大商机。
The worst of the crisis is now behind us: it appears that financial markets have stabilised, and the world is on the path of recovery.	目前，金融危机的最坏情况看来已经过去，各地金融市场已稳定下来，全球经济正步向复苏。
Its role is actually very simple – it provides a mechanism to allocate capital to ideas.	市场的功能其实十分简单—提供一个分配资金以实践理念的机制。
I would add a word of caution, however, that we should not expect the RQFII initiative alone to provide the answer to our quest for RMB investment products.	然而，我必须提醒各位，千万不要以为仅靠 RQFII 措施就能满足发展人民币投资产品的需要。
In the absence of full, frank and timely disclosure, the market is deprived of the information it needs to assess the value of the company’s share price or its prospects.	在缺乏全面、坦诚和及时的披露的情况下，巿场会被剥夺取得评估公司股价的价值或其前景所需资料的权利。
We have entered into remediation agreements involving financial redress and compensation on several occasions.	我们曾數次达成涉及财务补偿和赔偿的补救协议。
Or should they be made available to retail investors?	还是也应提供予散户投资者认购？
In this regard, the Commission has to uphold a fine balance between market facilitation on the one hand, and investor protection and reputation of HK as an international financial centre on the other.	就此而言，证监会必须在利便市场与保障投资者及维护香港的国际金融中心美誉之间维持良好的平衡。
By and large, these strategies have been successful.	整体而言，该两项策略均取得了成功。
to protect investors, to make markets fair, efficient and transparent and to reduce systemic risks.	保障投资者、确保市场是公平、有效率及具透明度的，以及减低系统性风险。
The SFC and the CSRC have reached an agreement on the implementation of an investor identification regime for northbound trading under Stock Connect which will take effect from 17 September.	香港证监会和中国证监会达成共识，于 9 月 17 日起，为沪港通和深港通实施投资者识别码制度。
SFC is a member of the Technical Committee of IOSCO, and two of its former Chairmen Anthony Neoh and Andrew Sheng had the privilege and honour to chair the Technical Committee of IOSCO.	证监会是国际证监会组织技术委员会的成员之一，而两位前任主席梁定邦先生及沈联涛先生都很荣幸曾经担任国际证监会组织技术委员会主席一职。
We also look forward to the day when Hong Kong managers can directly hold QFII quotas so that they may offer Hong Kong investors A-share ETFs that directly invest in A shares and not just market access products, which is how our three A-share ETFs are currently structured.	我们希望将來香港的基金经理也可以直接获发 QFII 额度，向香港投资者提供直接投资于 A 股的 A 股交易所买卖基金，而非单纯投资于市场延拓产品的 A 股交易所买卖基金。 目前香港推出的三只 A 股交易所买卖基金都在采取这种结构。
market capitalization is from Mainland companies. The remainder has significant operations and investments in the Mainland.	香港的上市市值有超过 50%来自内地企业，其余上市公司也在内地拥有重大业务及投资。
I am sure most of you have either seen this consultation paper or been briefed on it by your advisers.	相信在座不少同业已阅讀过这份咨询文件，或已从顾问处得悉概要。
The market capitalization of HK REITs has grown to US$6.3 billion, and turnover in REITs account for nearly 3% of the turnover of the Hong Kong Stock Exchange.	香港的房地产基金的市值已升至 63 亿美元，而房地产基金的成交额占香港联合交易所的总成交额近 3%。
The remaining US$0.5bn was granted to for Hua An (a Mainland based asset management company).	余下的 5 亿美元则批予华安(一家位于内地的资产管理公司)。
Given the novelty of the index to Hong Kong retail investors, we worked out an agreement with the issuer on enhanced disclosure of the fund to provide investors sufficient information on the fund, the index and the attendant risks.	此外，由于这项指数对香港的散户投资者来说是崭新的产品，我们已和发行商达成协议，加强披露基金详情，就基金、指数和相关风险向投资者提供充足的资料。
This will enable us to form views about the respective positions of the largest number of complainants in the shortest time frame.	这项调查方式将可使我们在最短时间内，对最大量投诉个案得出一些观点，以确定每宗个案的情况。
Our ETF market is the largest in Asia ex Japan in terms of market value and turnover and has recorded a significant growth.	以市值和成交额计算，我们的交易所买卖基金市场是全亚洲（日本除外）最大的，并录得显著增长。
Congratulations to all award winners for your hard work and outstanding performance.	我在此祝贺各位得奖者凭著不懈努力和杰出表现脱颖而出。
First, they provide a major source of market liquidity.	首先，对冲基金是市场流通量的主要来源。
The fund assets are primarily intended to be invested in RMB-denominated debt instruments issued outside the Mainland.	该基金的资产主要会投资于中国境外发行的人民币计价债务工具。
Emerging market economy domestically issued bonds exceeds US$3.9 trillion and has become an important global asset class.	由新兴市场经济体系在本地发行的债券总值已超逾 39,000 亿美元，成为一种重要的全球资产类别。
The non-exchange participants shown in the chart mainly include fund managers, sponsors and investment advisers, etc.	图表上展示的非交易所参与者，主要包括基金经理、保荐人、投资顾问等等。
First, the cloak of the present crisis may look different – subprime loans, CDOs and the originate-and-distribute business model. But the underlying problem is the same – availability of cheap and easy credit, lax lending standards, weak risk management culture and inappropriate incentive structures.	首先，虽然目前的危机可能同时有著不同的外表──次按贷款、抵押债务证券、创制及销售模式，但归根究底，当中的成因是一样的，包括低息信贷太易批出、借贷标准过于宽松、风险管理文化薄弱及激勵措施不适当。
21. Today, China is a major force in the global economy. It is also a key contributor to Asia’s growth.	21. 今日，中国是推动全球经济的主要动力之一，并且为亚洲的增长带来重大贡献。
We grant these waivers through the Committee of Units Trusts set up under the UT Code.	我们透过依据《单位信托守则》成立的单位信托委员会给予这些宽免。
With this in mind, we will start with regular and plain vanilla type products.	有见及此，我们将以一般简单类型的产品作为先行试点。
A shock in any corner could have knock on implications on the other two.	任何一环受到冲击都可能会对另外两者造成连锁效应。
In terms of improving implicit costs, the Exchange narrowed the minimum trading spreads for stocks trading between $2 and $20 last year.	在纾缓隐性成本方面，交易所去年缩窄股价介乎 2 元至 20 元的股份的最低上落价位。
Concluding remarks In concluding, I would like to make a few observations.	结语在结语部分，我想与大家分享一些观察所得。
9. We have underway a number of enforcement actions against sponsors.	9. 我们现正对保荐人采取多项执法行动。
As a regulator, it is always a priority to facilitate the development of the fund industry in Hong Kong whilst, at the same time, maintaining strong standards.	我们作为监管者，工作重点必定是促进香港基金业的发展，同时致力维持严格的行业水平。
Real interest rates and risk premia are at uncharacteristically low levels.	当前的实际利率及风险溢价正处于不寻常的偏低水平。
By doing so, we improve the quality, and hence attractiveness, of our market.	这样做的同时，我们能够提高巿场的质素，继而加强其吸引力。
4. The best way to tell the “sub-prime” story is to look at the environment just before the crisis erupted.	4. 讲述“次按”事件，最好的方法是从危机爆发前的环境说起。
This topic may seem quite straightforward.	这个题目看起來简单直接。
As you all know, we are working on a mutual recognition of funds between Hong Kong and the Mainland.	在座各位都知道，我们正著手进行香港及内地两地基金产品互认的工作。
We have the largest pool of RMB deposit, and a fairly complete range of RMB investment products – RMB deposits, bonds, equity and bond funds and RQFII funds, listed RMB products like REIT, gold ETF, RQFII ETFs, and listed shares.	我们拥有最多的人民币存款，以及相对较多元化的人民币投资产品，包括人民币存款、债券、股票及债券基金以及 RQFII 基金、上市人民币产品如房地产基金（REIT）、黄金 ETF、RQFII ETF 等，以及上市股票。
We therefore need to remain mindful of the development of REITs in the international arena and to apply our rules in a pragmatic manner to deal with issues as they arise, while bearing in mind protection of investors’ interest.	因此，我们需要继续留意房地产基金在国际市场的发展，并以务实的方式应用我们的规则，在问题一出现时加以处理，同时亦紧记维护投资者的权益。
and (iii) pick up of China’s stock market which made buying A shares more attractive.	及(iii)中国股市回升，令购买 A 股的回报变得更为吸引。
The private sector has an important role to play to properly harness the power of this recovery, which is the theme of today’s conference.	至于市场和企业方面，它们也肩负著重要角色，在当中适当地寻求復苏的动力，亦即今天峰会的主题。
Today I will share with you a range of topics covering the SFC’s new regulatory approach to tackle corporate governance problems and listed company misconduct.	今天，我将与大家分享一系列的议题，当中包括证监会为打撃企业管治问题及上市公司失当行为而采取的新监管方针。
We have ETFs tracking equities, bonds, gold, currencies and a commodity index.	这些 ETF 分别与股票、债券、黄金、货币或商品指數挂钩。
13. With globalisation, IOSCO felt that there is a sense of urgency to improve enforcement cross border cooperation.	13. 在全球化趋势下，国际证监会组织认为有逼切需要完善跨执法合作。
Apart from the Products Handbook, we are also stepping up our investor education efforts.	除了推出产品手册外，我们亦加强投资者教育的工作。
For those of you that are interested in offering such products, you are welcome to come discuss with us.	各位如有兴趣发售有关产品，欢迎与证监会讨论。
In many ways, investors’ trust is the most valuable commodity of all.	很多时候，投资者给予的信任才是最宝贵的。
Here are a few examples of what needs to be done: 3	以下列举几项需要做的工作的例子﹕ 3
3. One of the statistics used by economists to look at the maturity of stock markets is the relationship between stock market capitalisation and GDP.	3. 经济师在研究证券市场是否成熟时，所采用的其中一项统计数据是 股市市值与本地生产总值的关系。
One of their new funds was able to receive US$5 billion in subscription money in just one day.	该公司新推出的一项基金仅在一日内已收到达50亿美元的认购额。
I invite you to visit our investor website (www.InvestEd.hk).	因此在座各位，如遇上任何问题，欢迎浏览我们的“学 投资网站”www.investEd.hk。
Last weekend Premier Wen unveiled for Hong Kong several measures that are key building blocks for RMB internationalisation. Crowning them all is the plan for the Ministry of Finance to consider issuing RMB debt in Hong Kong.	上周末，温总理公布了几项惠及香港的促进人民币国际化的重要措施，当中首要的一项是国家财政部将考虑在香港发行人民币债券。
An example was the small-cap stock turmoil in June 2017 when the stock prices of 19 smallcap listed companies plummeted by over 50% on the same day, with the largest decline being more than 90%.	其中一个事例是去年 6 月的小型股股灾。 当日有 19 家小型上市公司的股价急挫超过 50%，其中最大的跌幅超过 90%。
Investment funds are now one of the most popular investment vehicles for Hong Kong retail investors.	目前，投资基金是最受香港散户投资者欢迎的投资产品之一。
When I said that we need your help, I do mean it.	当我說需要你们的协助时，我是认真的。
The crisis exposed deficiencies in the regulatory regime.	这场风暴还暴露了监管制度的缺失。
Hong Kong can, as a result, provide a platform for the listing of REITs that invest in properties in Mainland China and the rest of the region, thus broadening the investment choices and attracting participation of international investors.	因此，香港可为投资于中国内地及区内其他地方的物业的房地产基金提供上市平台，从而扩充投资选择，并吸引国际投资者的参与。
You know, it is always easy to give an opinion after the fact.	大家都知道，事后孔明一点也不困难。
Evolving challenges The SFC has a mission to promote the integrity and soundness of the securities and futures markets through our licensing and supervisory functions.	不断演变的挑战证监会的使命是透过履行发牌及监察职能，以促进证券及期货市场的廉洁稳健。
By obtaining QFII status, Hong Kong asset management companies can directly play the China securities market.	取得合格境外机构投资者地位的香港资产管理公司，现可直接参与中国证券市场。
The SFC’s regulatory platform for funds enjoys a solid reputation in Hong Kong and in the region. In any event the introduction of Hong Kong funds into the Mainland would be in a gradual, orderly and measured manner.	再者，香港证监会对基金产品的监管于区内有相当的认受性，证监会将确保香港基金在任何情况下都会以循序渐进、有序及谨慎的方式在内地推出。
While we have skilfully crafted and deftly applied the UT Code to enable the new products of today, we deserve a new UT Code that could take us to the next level and beyond.	虽然我们一直以来都以卓越的技巧制订和应用这套《单位信托守则》，让市场上能够有现时各式各样的新产品，但时至今日，我们应该有一套可以协助市场发展更上一层楼的新的《单位信托守则》。
I firmly believe that, despite the current gaps in cross-border enforcement co-operation in relation to Mainland companies and executives who disappear across the border before they can be brought to justice, all these factors exert a potent attraction on issuers to list, and investors to invest, in Hong Kong.	尽管目前跨境执法合作存在缺口，以致我们未能将一些越过边界后便告失踪的内地公司及行政人员绳之于法，但我深信，上述种种因素对发行人及投资者而言均极具吸引力，可促使他们分别于香港上市及投资。
The explanation given to the client was not sufficient to enable the client to make an informed decision on the investment Some examples of unsuitable recommendations found were:	给客户的讲解不足以使客户作出有根据的投资决定 我们该次视察亦发现有投资顾问提供不合适的建议，以下是其中一些例子：
To that end, we need your ideas.	为此，我们需要听取你们的意见。
The SFC recently published the Sponsor Guidelines which is part of the Fit and Proper Guidelines.	证监会近期发表的《保荐人指引》属《适当人选的指引》的一部分。
The fund-raising project at the time played a supportive role in the construction of the capital’s infrastructure, including the provision of funding for an array of development projects with far-reaching impact under Beijing Enterprises such as the Beijing Capital Airport Expressway project.	当时的融资计划对于首都的基础建设起到了积极的作用，其中包括提供资金以应用在北控下属多个影响深远的发展项目，如首都机场高速公路等等。
Mainland companies have raised large amounts of capital from global capital markets.	内地公司已从全球资本市场筹集大量资金。
8. We have invited the public to comment on our proposals before the end of January 2006.	8. 我们邀请公众在 2006 年 1 月底前就我们的建议发表意见。
Concluding remarks Hong Kong has had the front row seat in participating in and enjoying the success of China’s transformation.	结语 香港在参与中国的转型及享受有关成果方面早著先机。
They acquired and turned around distressed assets in different corners of the world and, in the process, made handsome profits.	他们在全球各地购入估值偏低的资产，将它们重组及在这个过程中赚取丰厚利润。
21. You would appreciate that this calls for the regulator to play a balancing act between creating an enabling environment for market innovation and development and ensuring that the interest of investors is not compromised.	21. 因此，大家会明白到为何市场要求监管机构必须在创造一个有利市场创新和发展的环境，与确保投资者利益不会受到损害之间寻找平衡点。
1. Know your client – Collect and record sufficient information of the client’s financial situation, investment experience, and investment objectives.	1. 认识你的客户――收集及记录关于客户的财政状况、投资经验及投资目标的足够资料。
For a matured market like Hong Kong that offers a broad depth of products, this is not a bad result.	对于像香港这样提供广泛产品选择的成熟市场来说，这个成绩已算不错。
Innovation is certainly a strength of players in the Hong Kong asset management industry.	创新无疑也是香港资产管理业参与者的一个强项。
Auditors audit financial statements of listed companies and ensure the integrity of the information presented.	核数师审计上市公司的财务报表，并确保所载资料的完整性。
(i) the necessary legal powers at one’s disposal;	(i)可供自由行使的必要法律权力；
All I can say is, in all these scenarios and circumstances, the financial planners should put the interests of their clients before those of their own.	我只能說，财务策划师在所有处境和情况下都应把客户的利益置于本身的利益之上；
In times of extreme market stress, if a big hedge fund were to fail, that could bring down the whole network.	在市场环境非常恶劣时，如有大型对冲基金倒闭，整个网络都会受到拖累。
The inherent strength of our financial market and the tenacity and creativity of our people have always been important factors behind Hong Kong’s success. At the same time, there is no denying that favourable Central Government policies have played an important role.	本地金融市场的固有优势，加上本地人才的坚毅及创意，一直是香港赖以成功的关键因素，但无可否认，中央政府推出的惠港政策对促进本地繁荣同样功不可没。
But we should also be vigilant in addressing the new risks associated with the use of new technologies.	但与此同时，我们亦应保持警觉，处理因使用新科技而产生的新风险。
13. What is important to the business community is that regulation does not impede competition and create unnecessary administrative procedures that is both time consuming and costly.	13. 对商界來說，最重要的是监管政策不会妨碍市场自由竞争、制造不必要的行政程序，及耗费时间和金钱。
So the SFC aims to drive and mould good conduct to achieve the desired regulatory outcomes.	因此，证监会锐意推动和培养良好的操守，以取得预期的监管成果。
There is evidence of this as an SFC investor survey that was carried out in December 2008 revealed that a good two-thirds of investors surveyed knew very little of at least one of the products they had invested in, such as unlisted equity linked products.	这个看法亦有证据支持： 根据证监会于 2008 年 12 月发表的投资者调查结果，有三分之二的受访者表示对所投资的最少一类产品（如非上市股票挂钩产品）所知不多。
Currently we already have mutual recognition with Taiwan (for ETFs) and Australia.	现时，我们已经与台湾（伛限于交易所买卖基金）及澳洲设有基金互认安排。
Such measures substantially enhance our competitiveness in comparison with other major financial centers.	该等措施大大增强香港相对于其他主要金融中心的竞争力。
The combination of an open market and embrace our willingness to all manner of worthy professional talent is a heady cocktail that has worked out spectacularly for Hong Kong's fund industry.	开放的市场加上鼓励和欢迎各类优秀专才来港的举措，令香港的基金业蓬勃发展。
Looking forward, we will continue to devote our efforts to assisting the macro development of the nation, and use our best endeavours to leverage on our strengths and help Mainland enterprises pursue their goals of “going out”.	继往开来，我们会继续为国家宏观发展而努力，在为内地企业继续“走出去”担当好我们的角色，发挥所长。
Considering these facts and the impact of another round of fundraising on shareholders, we directed a suspension of trading in the company’s shares.	考虑到有关事实及另一次集资对股东的影响后，我们指示暂停该公司的股份买卖。
As the amended PRC Securities Law has given new investigation and enforcement powers to the CSRC, we will liaise closely with them to understand how these new powers would enhance the regulatory assistance that they might offer to other fellow regulators, including the SFC.	由于经修订的《中华人民共和国证券法》赋予中国证监会新的调查及执法权力，我们将会与该会保持紧密联系，借以了解这些新的权力将会如何加强该会可以为其他监管机构 (包括香港证监会) 提供的监管协助。
As a securities regulator, the SFC needs to keep reviewing our rules and regulations to remove any obsolete requirements and to enhance our regime to ensure that our regulatory standards are in line with internationally recognised standards.	作为证券监管机构，证监会需要不断检讨本身的规则及法规，撤销不合时宜的规定及加强监管制度，以确保我们的监管标准与国际公认的标准看齐。
First, it provides an opportunity to channel the Mainland’s huge savings to the international market.	首先，该计划提供了将内地庞大的存款导向国际市场的良机。
In a matter of two weeks, the crisis was mostly over.	两周过后，危机便大致结束。
There are now different types of investment products that can be issued in RMB, these include: bonds, certificates of deposits, structured deposits, insurance policies and funds, etc.	目前市场上可以人民币计价发行的投资产品种类繁多，当中包括债券、存款证、结构性存款、保险计划及基金等。
(3) The SFC will provide more detailed guidance on existing regulatory requirements concerning the duties and obligations of IAs to their clients.	(3) 就有关投资顾问对客户应负有的责任及义务的现行监管规定而言，证监会将会提供更详细的指引。
2. Development of the RMB bond market in Hong Kong, including expanding the scope of bond issuances and the range of permitted bond issuers;	2. 推动人民币债券市场在香港的发展，包括扩大发债规模、增加发债体种类等；
I am given to understand that under a fiduciary standard, the investment is required to be not just suitable, but it must be in the client’s best interest.	据我了解，在这种诚信标准下，投资建议不仅是要适合客户，同时要符合他们的最佳利益。
The Sponsor Guidelines will become effective on 1 January 2007.	《保荐人指引》将于 2007 年 1 月 1 日起生效。
Many of you may still clearly remember the widespread panic at that time.	当时人心惶惶的景象，大家都记忆犹新，我们不可以承受另一个正达事件的发生。
Decisions may be made at the group level by a global management committee sitting outside Hong Kong, and not by the local licensed firm.	公司一些决策可能是由身处香港境外的环球管理委员会，而不是本地持牌公司作出。
I will therefore be sharing with you my thoughts on the role of INEDs.	因此，我将与大家分享本人对独立非执董角色的看法。
These firms are permitted to invest in and appoint intermediaries in 33 overseas jurisdictions.	这些公司获准在 33 个海外司法管辖区进行投资及委任中介人。
This is not surprising given that the Mainland possesses the world biggest savings pool3 and the world’s biggest foreign currency reserves4.	鉴于内地拥有全球最多的储蓄存款 3 及全球最大的外汇储备 4，这实在不足为奇。
Intermediaries play a pivotal role in supporting companies’ efforts to improve their corporate governance practices and ensuring the integrity of information.	中介人在支持公司改善其企业管治常规所作出的努力及确保信息完整性方面，扮演著关键的角色。
We, as the regulator, will continue to authorize publicly offered investment products and their offering documents in a prudent manner.	作为监管机构，我们会继续以审慎的态度来认可公开要约投资产品及其销售文件。
Growth of existing REITs – by way of acquisitions;	现有房地产基金的增长――透过收购；
We secured the appointment of administrators by the Court to take control of the firms and worked closely with the administrators to enable the efficient and orderly return of client assets.	我们取得法院委任管理人的命令，以接管有关商号，并与管理人紧密合作，使客户资产得以有效率及有秩序地发还。
Hong Kong was affected too.	香港亦同时受到波及。
With this in mind, I would like to talk about a circular which we issued to the industry on 5 December 2008.	就此而言，我希望谈谈我们在 2008 年 12 月 5 日向业界发出的通函。
The irregular operation and malicious exit of quite a number of online lending platforms on the Mainland demonstrates once again that financial institutions engaging in lending activities must be subject to strict regulation as a precaution against risks.	内地为数不少网贷平台出现不合规经营、恶意退出的情况，再次说明涉及借贷业务的金融机构必须从严监管，防范风险于未然。
We aim to develop Hong Kong as an international financial management powerhouse, not only in terms of size but also in terms of depth and diversity.	我们锐意在市场的规模、深度及产品的多元化选择方面，将香港发展为具影响力的国际金融管理中心。
We continue to seek opportunities to broaden and deepen our markets and provide opportunities for market participants and wider choices for investors.	我们继续致力扩阔和深化香港市场，为市场參与者提供机遇，让投资者有多元化的选择。
(a) Agreed nature and scope of services Investment advisers should first define their relationships with the client and agree with them on the exact nature and scope of services to be provided and then sign off on written engagement letters.	(a) 经协定的服务性质及范围 投资顾问应首先界定他们与客户之间的关系，与他们协定即将提供的服务的实际性质和范围，然后在书面委托书上签署。
For those of you who do so, the prospects are bright.	只要你们能这样做的话，前景是一片光明的。
Hong Kong is very honoured and looks forward to playing the role of the Mainland’s premier overseas renminbi trading centre.	对于中央政府这项安排，香港深感荣幸，期望日后能成为内地主要的離岸人民币交易中心。
As you all know, the RQFII scheme has been expanded to other markets.	正如各位所知，RQFII 计划已扩展至其他市场。
34. What or Who first prompted respondents to trade warrants:	34. 起初是甚么或谁人促使回应者买卖权证：
Hong Kong welcomes the opportunity to continue to support China in the international arena, particularly in its capital market development.	香港很高兴能够继续支援中国打进国际市场，特别是协助内地资本市场不断发展。
